Sr. No.,Emp. Code,Emp. Tags,Employee Name,Employee Number,Message Content,Message Date,Message Time,Unique customer Id
5284,FB003,Pune,Shubhangi,9.18889E+11,Realize small behind.,10-04-2021,3:02 AM,CUST5284
5288,FB003,Pune,Shubhangi,9.18889E+11,Vote sister contain experience between board network together.,01-03-2022,3:27 AM,CUST5288
5292,FB001,Nagpur,Aniruddha Kalbande,9.18889E+11,Friend safe season process want memory.,17-12-2022,5:49 AM,CUST5292
5314,FB002,Mumbai,Ankur Garde,9.18889E+11,Would thought hope health may assume necessary beyond.,31-03-2024,11:00 AM,CUST5314
5317,FB008,New York,Steve,9.18889E+11,Power challenge there phone.,14-08-2021,3:11 AM,CUST5317
5318,FB001,Nagpur,Aniruddha Kalbande,9.18889E+11,In scientist art theory base major rest.,30-06-2022,11:40 PM,CUST5318
5320,FB015,New York,Rachel,9.18889E+11,Manage TV we you dream.,29-05-2022,10:07 PM,CUST5320
5324,FB008,New York,Steve,9.18889E+11,Group tend Mr cell.,18-02-2024,7:38 AM,CUST5324
5327,FB002,Mumbai,Ankur Garde,9.18889E+11,Stand family challenge.,06-12-2020,11:26 AM,CUST5327
5330,FB003,Pune,Shubhangi,9.18889E+11,Floor simple bar benefit former heart concern maintain.,16-01-2022,4:37 PM,CUST5330
5332,FB001,Nagpur,Aniruddha Kalbande,9.18889E+11,Matter me me use Mrs.,13-11-2023,8:16 AM,CUST5332
5347,FB002,Mumbai,Ankur Garde,9.18889E+11,Game during bad appear gun tend son continue.,14-07-2024,4:14 PM,CUST5347
5361,FB003,Pune,Shubhangi,9.18889E+11,Whatever worker deal including.,24-04-2023,9:37 AM,CUST5361
5362,FB003,Pune,Shubhangi,9.18889E+11,Risk into respond born apply.,13-10-2020,11:20 AM,CUST5362
5363,FB002,Mumbai,Ankur Garde,9.18889E+11,Community fish professor.,29-06-2022,3:27 PM,CUST5363
5369,FB002,Mumbai,Ankur Garde,9.18889E+11,Large produce begin amount.,26-11-2023,6:20 AM,CUST5369
5370,FB008,New York,Steve,9.18889E+11,Draw raise expect Mr yes.,11-05-2022,9:59 PM,CUST5370
5375,FB001,Nagpur,Aniruddha Kalbande,9.18889E+11,Their join tax.,14-09-2022,1:58 AM,CUST5375
5380,FB015,New York,Rachel,9.18889E+11,Picture director green nice along throw car authority.,26-12-2023,4:08 PM,CUST5380
5383,FB001,Nagpur,Aniruddha Kalbande,9.18889E+11,Unit machine half far anything toward.,31-07-2024,8:46 PM,CUST5383
5386,FB015,New York,Rachel,9.18889E+11,Drop film answer consider PM raise lose.,09-12-2020,1:12 AM,CUST5386
5389,FB002,Mumbai,Ankur Garde,9.18889E+11,Thousand its fly control.,01-12-2023,2:58 AM,CUST5389
5394,FB001,Nagpur,Aniruddha Kalbande,9.18889E+11,Card view plan whose spend provide series.,22-01-2023,11:02 PM,CUST5394
5397,FB008,New York,Steve,9.18889E+11,Loss ago place teach learn.,07-08-2024,7:45 PM,CUST5397
5399,FB001,Nagpur,Aniruddha Kalbande,9.18889E+11,Key reality option him data she.,14-08-2021,12:01 AM,CUST5399
5404,FB001,Nagpur,Aniruddha Kalbande,9.18889E+11,Power occur relationship once.,03-01-2021,8:22 AM,CUST5404
5418,FB003,Pune,Shubhangi,9.18889E+11,Back a camera act too.,11-02-2022,9:26 AM,CUST5418
5428,FB001,Nagpur,Aniruddha Kalbande,9.18889E+11,Close see morning treatment now art benefit.,25-06-2022,6:11 PM,CUST5428
5448,FB015,New York,Rachel,9.18889E+11,Should author system theory.,21-04-2021,7:34 AM,CUST5448
5464,FB001,Nagpur,Aniruddha Kalbande,9.18889E+11,Down consider begin military wait already admit.,20-10-2021,10:16 PM,CUST5464
5465,FB008,New York,Steve,9.18889E+11,Reflect image bank father.,13-12-2020,9:10 AM,CUST5465
5466,FB002,Mumbai,Ankur Garde,9.18889E+11,Organization lead break reflect report machine particular marriage.,04-08-2023,5:11 AM,CUST5466
5475,FB003,Pune,Shubhangi,9.18889E+11,According ball leader American necessary people business.,13-06-2023,12:49 AM,CUST5475
5489,FB008,New York,Steve,9.18889E+11,Role door nearly represent Mrs.,23-06-2024,11:56 PM,CUST5489
5495,FB001,Nagpur,Aniruddha Kalbande,9.18889E+11,Whatever building stage through to community interesting.,01-09-2022,7:39 AM,CUST5495
5496,FB002,Mumbai,Ankur Garde,9.18889E+11,Season when area carry decade responsibility lead.,25-01-2022,7:46 PM,CUST5496
5502,FB015,New York,Rachel,9.18889E+11,Again body physical community new.,26-11-2022,7:52 PM,CUST5502
5505,FB008,New York,Steve,9.18889E+11,Role today foot decision president.,25-04-2023,11:53 AM,CUST5505
5508,FB015,New York,Rachel,9.18889E+11,World front explain great central American later skill.,26-04-2023,5:00 PM,CUST5508
5530,FB001,Nagpur,Aniruddha Kalbande,9.18889E+11,Where role begin.,30-06-2024,7:58 AM,CUST5530
5539,FB002,Mumbai,Ankur Garde,9.18889E+11,She seek quite seat plan.,25-09-2023,4:28 AM,CUST5539
5553,FB008,New York,Steve,9.18889E+11,Push education position discover various.,18-10-2023,4:14 PM,CUST5553
5578,FB002,Mumbai,Ankur Garde,9.18889E+11,Camera while although worker ask song read mind.,09-08-2023,6:50 AM,CUST5578
5580,FB015,New York,Rachel,9.18889E+11,Then million health study.,13-10-2020,4:01 AM,CUST5580
5593,FB002,Mumbai,Ankur Garde,9.18889E+11,Drop professional consumer participant Congress trip that a.,22-06-2021,10:54 AM,CUST5593
5595,FB002,Mumbai,Ankur Garde,9.18889E+11,Discuss history face professional wrong.,14-12-2020,11:19 PM,CUST5595
5623,FB008,New York,Steve,9.18889E+11,Class role manage just.,05-06-2022,9:24 PM,CUST5623
5624,FB003,Pune,Shubhangi,9.18889E+11,Rest cup game lay industry.,25-06-2024,8:14 AM,CUST5624
5648,FB001,Nagpur,Aniruddha Kalbande,9.18889E+11,Could something force.,12-06-2022,3:05 PM,CUST5648
5651,FB001,Nagpur,Aniruddha Kalbande,9.18889E+11,Four discussion memory responsibility.,05-04-2021,6:51 PM,CUST5651
5664,FB002,Mumbai,Ankur Garde,9.18889E+11,Pass nothing then both center.,13-12-2022,12:26 PM,CUST5664
5665,FB001,Nagpur,Aniruddha Kalbande,9.18889E+11,Reduce citizen trouble.,16-01-2021,3:42 AM,CUST5665
5677,FB002,Mumbai,Ankur Garde,9.18889E+11,Alone property use some stock.,24-10-2021,8:01 PM,CUST5677
5689,FB002,Mumbai,Ankur Garde,9.18889E+11,Machine say fact.,19-10-2021,12:44 AM,CUST5689
